"Facility Type","Facility Number","Facility Name","Licensee","Facility Email","Facility Administrator","Facility Telephone Number","Facility Address","Facility City","Facility State","Facility Zip","County Name","Regional Office","Facility Capacity","Facility Status","License First Date","Closed Date","Last Visit Date","Inspection Visits","Complaint Visits","Other Visits","Total Visits","Citation Numbers","POC Dates","All Visit Dates","Inspection Visit Dates","Inspect TypeA","Inspect TypeB","Other Visit Dates","Other TypeA","Other TypeB","Complaint Info- Date, #Sub Aleg, # Inc Aleg, # Uns Aleg, # TypeA, # TypeB ..."
"HOME CARE","414700105","HALCYON PRIVATE HOME CARE","HALCYON PRIVATE HOME CARE LLC","JANETDVELEZ@GMAIL.COM","MALDONADO, VERONICA","(650) 771-6221","1758 CONNECTICUT DR","REDWOOD CITY","CA","94061","SAN MATEO","47","","LICENSED","6/2/2021","","2/9/2022","1","0","0","1","","","02/09/2022","02/09/2022","0","0","","0","0","No Complaints"
"HOME CARE","044700011","HALEY FIDUCIARY SERVICES","HALEY FIDUCIARY SERVICES","BITZ@HALEYFS.COM","BETH HALEY","(530) 519-6254","2 ALDRIN CT","CHICO","CA","95926","BUTTE","47","","CLOSED","5/16/2019","4/19/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","044700014","HALEY FIDUCIARY SERVICES INC","HALEY FIDUCIARY SERVICES INC","BITZ@HALEYFS.COM","MILLER, ALISHA","(530) 519-6254","2 ALDRIN CT","CHICO","CA","95926","BUTTE","47","","LICENSED","4/19/2022","","12/8/2022","1","2","0","3","1796.12 (n), 1796.17, 1796.36 (a)(2), 1796.23 (a)(d), 1796.42 (e), 1796.23 (a), 1796.44, 1796.45","12/15/2022, 12/15/2022, 12/14/2022, 12/14/2022, 12/14/2022, 12/14/2022, 12/14/2022, 11/18/2022","12/08/2022, 12/08/2022, 11/02/2022","11/02/2022","6","0","","0","0","02/15/2023","2","0","0","2","0"
"HOME CARE","194700114","HALL FAMILY ENTERPRISES, INC. DBA HOME HELPERS","HALL FAMILY ENTERPRISES, INC.","JENNHALL@HOMEHELPERSHOMECARE.COM","JENNIFER HALL","(626) 787-1251","2627 MISSION ST","SAN MARINO","CA","91108","LOS ANGELES","47","","CLOSED","6/21/2016","4/26/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700742","HALO HOME CARE","GEORGE HELO","SUPPORT@HALOHOMECARELA.COM","GEORGE HELO","(818) 577-5013","21777 VENTURA BLVD. #256","WOODLAND HILLS","CA","91364","LOS ANGELES","47","","CLOSED","4/26/2021","4/27/2023","3/22/2022","1","0","0","1","","","03/22/2022","03/22/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700539","HALO HOME CARE","GEORGE'S HOME CARE, INC.","SUPPORT@HALOHOMECARE.CO","GEORGE HELO","(818) 577-5013","21777 VENTURA BLVD STE 256","WOODLAND HILLS","CA","91364","LOS ANGELES","47","","CLOSED","5/10/2018","5/10/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","274700013","HALO SPECIALIZED HOME CARE","WOHLMAN, JULIE","HALOHOMECARE@YAHOO.COM","JULIE K WOHLMAN","(831) 383-3863","79 SOLEDAD DRIVE","MONTEREY","CA","93940","MONTEREY","47","","CLOSED","6/28/2016","6/28/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","274700024","HALO SPECIALIZED HOME CARE, INC.","HALO SPECIALIZED HOME CARE, INC","JULIE@HALOSHC.COM","JULIE WOHLMAN","(831) 204-7888","243 FOAM ST. SUITE A","MONTEREY","CA","93940","MONTEREY","47","","LICENSED","9/21/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700214","HAND-IN-HAND HOMECARE INC.","HAND-IN-HAND HOMECARE, INC.","INFO@HANDINHANDHC.NET","FLODELIZA E. MAGNAYE","(714) 269-2553","7851 WALKER STREET #108","LA PALMA","CA","90623","ORANGE","47","","LICENSED","7/25/2017","","6/22/2023","1","0","0","1","1796.23 (a), 1796.44, 1796.45, 1796.42 , 1796.42 (b)","07/24/2023, 07/24/2023, 07/24/2023, 07/24/2023, 07/24/2023","06/22/2023","06/22/2023","0","0","","5","0","No Complaints"
"HOME CARE","194700343","HAND HOMECARE PROVIDER INC.","HAND HOMECARE PROVIDER INC.","HANDHOMECAREPROVIDER@GMAIL.COM","ROBERT REED CARPENTER","(818) 914-4990","22048 SHERMAN WAY STE 317","CANOGA PARK","CA","91303","LOS ANGELES","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700157","HANDS OF ANGELS HOME CARE LLC","HANDS OF ANGELS HOME CARE LLC","ONGPINCHRIS@YAHOO.COM","HUFFMAN, LEONORA","(951) 722-4391","1550 VENTANA CIR","BANNING","CA","92220","RIVERSIDE","47","","LICENSED","6/8/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700281","HANNAH'S ANGELIC CARE LLC","HANNAH'S ANGELIC CARE LLC","FAYROOZJANE@GMAIL.COM","BENJAMIN, JANE AGAYAN","(619) 855-7051","8003 WINTER GARDENS BLVD 209","EL CAJON","CA","92021","SAN DIEGO","47","","LICENSED","12/8/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700961","HAPPIER AT HOME","TDESL, LLC","DANAP@HAPPIERATHOME.COM","PORTER, DANA","(562) 583-6310","15725 WHITTIER BLVD. STE A","WHITTIER","CA","90603","LOS ANGELES","47","","LICENSED","5/3/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700064","HAPPIER HOME CARE","HARKEN HOME STAFFING, INC.","JTERESI@HAPPIERHOMECARE.COM","AMY HARKEN","(818) 651-6679","2310-B W. MAGNOLIA BLVD.","BURBANK","CA","91506","LOS ANGELES","47","","LICENSED","6/21/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","044700005","HAPPY AT HOME","HAPPY AT HOME, INC.","KTRIPP@HAPPYATHOMECARES.COM","KALIAHNA TRIPP","(530) 774-2127","1881 ESPLANADE STE A","CHICO","CA","95926","BUTTE","47","","LICENSED","6/28/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700782","HAPPY HEARTS STAFFING AND IN-HOME CARE LLC","HAPPY HEARTS STAFFING AND IN-HOME CARE LLC","HAPPYHEARTS0213@YAHOO.COM","DUKHA ,SUSANA E.","(310) 982-5204","21151 S WESTERN AVE STE132","TORRANCE","CA","90501","LOS ANGELES","47","","LICENSED","6/16/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700974","HARMONA HOME CARE, INC.","HARMONA HOME CARE, INC.","INFO@HARMONAHOMECARE.COM","PAULINE ANNE MIRANDA","(747) 294-6601","16830 VENTURA BLVD. #300","ENCINO","CA","91436","LOS ANGELES","47","","LICENSED","7/26/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700615","HARMONIOUS HOMECARE","HARMONIOUS HOMECARE LLC","SEMAJAY@HARMONIOUSHOMECARE.COM","SEMAJAY SOLOMON","(562) 219-1507","17777 CENTER COURT DR","CERRITOS","CA","90703","LOS ANGELES","47","","CLOSED","3/22/2019","3/22/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","094700006","HARMONY HOME CARE","HARMONY HOME HEALTH, INC.","PATRICK@HARMONYHOMECARE.COM","PATRICK PHILBRICK","(916) 933-9777","5060 ROBERT J MATHEWS PKWY#104","EL DORADO HILLS","CA","95762","EL DORADO","47","","CLOSED","6/8/2016","4/1/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700185","HARMONY HOME CARE","HARMONY HOME CARE","FREDA@HARMONYHOMECARE.COM","GAMMON, FREDA","(714) 657-6999","22600 SAVI RANCH PWY. SUITE A7","YORBA LINDA","CA","92887","ORANGE","47","","LICENSED","2/8/2017","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700099","HARMONY HOME CARE- NORTH BAY, INC","HARMONY HOME CARE- NORTH BAY, INC","HOMECARE.NBAY@HARMONYHCARE.COM","DOYLE, ELLEEN","(415) 613-5465","295 89TH ST. STE 308","DALY CITY","CA","94015","SAN MATEO","47","","LICENSED","12/6/2020","","2/9/2022","1","0","0","1","","","02/09/2022","02/09/2022","0","0","","0","0","No Complaints"
"HOME CARE","414700074","HARMONY HOME CARE-NORTH BAY, LLC","HARMONY HOME CARE - NORTH BAY, LLC","HOMECARE.NBAY@HARMONYHCARE.COM","DOYLE, ELLEEN","(415) 613-5465","295 89TH STREET SUITE 308","DALY CITY","CA","94015","SAN MATEO","47","","CLOSED","12/6/2018","12/6/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700113","HARMONY HOME CARE - NORTH BAY, LLC","HARMONY HOME CARE - NORTH BAY, LLC","HOMECARE.NBAY@HARMONYHCARE.COM","ELLEEN DOYLE","(415) 613-5465","960 SARATOGA AVE, STE 211","SAN JOSE","CA","95129","SANTA CLARA","47","","CLOSED","12/6/2018","1/15/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700164","HARMONY IN-HOME CARE SERVICES","FOSTER, MERIAM N.","M-FOSTER@HARMONYINHOMECARESERVICES.COM","NORMA D ZAHN","(858) 449-2609","1187 GLAE JEAN COURT","RAMONA","CA","92065","SAN DIEGO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700731","HARMONY IN HOME HEALTH CARE","HARMONY IN HOME HEALTH CARE INC.","TARIQ@HARMONYINHOMEHEALTHCARE.COM","HILL, TARIQ","(818) 470-9035","5049 SAN FELICIANO DR.","WOODLAND HILLS","CA","91364","LOS ANGELES","47","","CLOSED","1/8/2021","1/8/2023","3/22/2022","1","0","0","1","","","03/22/2022","03/22/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700344","HART PLACEMENT AGENCY, INC.","HART PLACEMENT AGENCY, INC.","HARTSERVICES@YAHOO.COM","ANNIE GHAW","(818) 712-0183","21801 ROSCOE BLVD UNIT 149","CANOGA PARK","CA","91304","LOS ANGELES","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700689","HASTINGS HOMECARE CORP","HASTINGS HOMECARE CORP.","TONY@MRTONYREESE.COM","REESE, TONY","(626) 295-1754","1055 E COLORADO BLVD 5TH FLOOR","PASADENA","CA","91106","LOS ANGELES","47","","LICENSED","7/2/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700079","HAVEN HOME CARE","SOUTHERN CALIFORNIA HOME CARE, LLC","HOMECARE@HAVENHEALTH.ORG","ANGELA QUAGLIA","(562) 216-2050","2855 TEMPLE AVE","SIGNAL HILL","CA","90755","LOS ANGELES","47","","CLOSED","6/30/2016","6/30/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700796","HEAD HEART HANDS, LLC","HEAD HEART HANDS LLC","WECARE@CAREHHH.COM","PENON, NINO KENNETH","(424) 308-3530","22710 JODY LANE","CARSON","CA","90745","LOS ANGELES","47","","LICENSED","11/4/2021","","6/20/2022","1","0","0","1","","","06/20/2022","06/20/2022","0","0","","0","0","No Complaints"
"HOME CARE","304700412","HEAL OC INC. DBA WITH HOME CARE","HEAL OC INC. DBA WITH HOME CARE","WITHHOMECARE@HEALOC.ORG","NAMHO PARK","(714) 732-6176","305 N HARBOR BLVD. #317","FULLERTON","CA","92832","ORANGE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700402","HEALING CAREGIVERS, LLC","HEALING CAREGIVERS LLC","HEALINGCAREGIVERS@YAHOO.COM","UDENI I. SENAVIRATHNA","(714) 616-8200","1311 S HIGHLAND AVE. #211","FULLERTON","CA","92832","ORANGE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700995","HEALING HANDS HOME CARE LLC","HEALING HANDS HOME CARE LLC","CLAIREES1125@GMAIL.COM","ESCUADRO, CLARIFELLE DIANE","(310) 491-6715","11836 DOTY AVE.","HAWTHORNE","CA","90250","LOS ANGELES","47","","LICENSED","8/22/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700017","HEALING HELPERS DBA COMFORT KEEPERS #809","HEALING HELPERS SERVICE GROUP INC","","ANTHONY BROADNAX","(925) 961-9728","2600 KITTY HAWK RD #107","LIVERMORE","CA","94551","ALAMEDA","47","","CLOSED","6/30/2016","6/30/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700352","HEALING PALMS HOME CARE, INC.","HEALING PALMS HOME CARE, INC.","INFO@HPHCINC.COM","LINDA TALLEY","(858) 933-4393","7827 CONVOY CT. #407","SAN DIEGO","CA","92111","SAN DIEGO","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700347","HEALTH-CARE ADVOCATES, LLC","HEALTH-CARE ADVOCATES, LLC","BINGOO@HEALTHCAREADVOCATESLLC.COM","BINGOO S. VILLANUEVA","(310) 561-3590","1998 CRESCENT DR.","SIGNAL HILL","CA","90755","LOS ANGELES","47","","CLOSED","6/30/2016","7/1/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","214700003","HEALTH CARE CONNECTION, LLC","HEALTH CARE CONNECTION, LLC","HOLLY@HEALTHCARECONNECTIONLLC.COM","MACK, NANCY R.","(415) 457-2256","841 PINE LANE","SAN RAFAEL","CA","94903","MARIN","47","","LICENSED","6/10/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700071","HEALTH ESSENTIALS RESOURCE & SERVICES, INC.","HEALTH ESSENTIALS RESOURCE & SERVICES, INC.","MAININBOX@ESSENTIALSHOMEHEALTH.COM","DELEON, RONALDO","(510) 239-5337","24301 SOUTHLAND DR. STE 611","HAYWARD","CA","94545","ALAMEDA","47","","LICENSED","2/10/2017","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700127","HEALTH EXCEL HOME CARE, INC.","HEALTH EXCEL HOME CARE, INC.","TERESA@MESERVE.NET","ELLEN K. BROWN","(858) 452-1279","9850 GENESEE AVE., #900","LA JOLLA","CA","92037","SAN DIEGO","47","","CLOSED","6/14/2016","5/31/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700009","HEALTH PATHWAYS INC. DBA COMFORCARE HOME CARE","HEALTH PATHWAYS INC.","ALAMEDA@COMFORCARE.COM","BIVINGS, SHADAWN","(510) 538-2273","20585 WISTERIA ST","CASTRO VALLEY","CA","94546","ALAMEDA","47","","LICENSED","6/18/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700048","HEALTH PROFESSIONALS, INC.","HEALTH PROFESSIONALS, INC.","HEALTHPRO@HEALTHPROINC.NET","SATORRE, ANNA","(650) 997-3200","7216 MISSION STREET","DALY CITY","CA","94014","SAN MATEO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700139","HEALTH REDESIGNED DBA SENIOR HELPERS","HEALTH REDESIGNED","JIPSEN@SENIORHELPERS.COM","HENSCHEL, TERESA KAY","(559) 920-4862","16237 PICK PLACE","RIVERSIDE","CA","92504","RIVERSIDE","47","","CLOSED","","9/21/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700102","HEALTH REDESIGNED LLC","HEALTH REDESIGNED LLC","KIPSEN@SENIORHELPERS.COM","IPSEN, KIEFER","(909) 533-4446","12139 MOUNT VERNON AVE STE 203","GRAND TERRACE","CA","92313","SAN BERNARDINO","47","","LICENSED","10/14/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700249","HEALTHALIGN, LLC","HEALTHALIGN, LLC","AFRIEDELL@HEALTHALIGNCO.COM","MURPHY, DANIEL","(667) 677-9110","220 W 25TH ST #B","NATIONAL CITY","CA","91950","SAN DIEGO","47","","CLOSED","4/7/2020","9/18/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700086","HEALTHFLEX CAREGIVERS","HEALTHFLEX CAREGIVERS","LUBA@HEALTHFLEX.COM","KOSHEVATSKY, SOFIA","(415) 360-9000","1633 OLD BAYSHORE HWY STE 327","BURLINGAME","CA","94010","SAN MATEO","47","","CLOSED","10/14/2019","10/2/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700114","HEALTHFLEX CAREGIVERS","HEALTHFLEX CAREGIVERS","INFO@HEALTHFLEX.COM","SOFIA KOSHEVATSKY","(510) 553-1900","303 HEGENBERGER RD. STE #388A","OAKLAND","CA","94621","ALAMEDA","47","","CLOSED","10/14/2019","12/23/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700121","HEALTHY AT HOME CAREGIVERS","SHEBAZ, INC.","INFO@HEALTHYATHOME24-7.ORG","CHIKUTURUDZI, PATRICIA","(949) 340-2617","24672 SAN JUAN AVE, SUITE 206","DANA POINT","CA","92629","ORANGE","47","","LICENSED","6/6/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700117","HEALTHY LIVING HOME CARE","HEALTHY LIVING HOME CARE - BAY AREA, LLC","KBALDO-SALAZAR@HEALTHYLIVINGHC.COM","BALDO-SALAZAR, KATIE","(650) 393-5982","1710 S AMPHLETT BLVD STE 305","SAN MATEO","CA","94402","SAN MATEO","47","","LICENSED","6/16/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700009","HEALTHY LIVING HOME CARE-BAY AREA, LLC","HEALTHY LIVING HOME CARE-BAY AREA, LLC","KBALDO-SALAZAR@HEALTHYLIVINGHC.COM","KATIE BALDO-SALAZAR","(855) 620-9050","1879 LUNDY AVE, STE 129","SAN JOSE","CA","95131","SANTA CLARA","47","","CLOSED","6/16/2016","2/28/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700148","HEART AND HOME PERSONAL CARE SERVICES LLC","HEART AND HOME PERSONAL CARE SERVICES LLC","IBRIGAUDIT52@GMAIL.COM","BRIGAUDIT, LEILANI","(408) 891-1056","1565 SONOMA DR","MILPITAS","CA","95035","SANTA CLARA","47","","LICENSED","10/29/2020","","1/6/2022","1","0","0","1","","","01/06/2022","01/06/2022","0","0","","0","0","No Complaints"
"HOME CARE","454700002","HEART AND HOMECARE, INC. DBA COMFORT KEEPERS 680","HEART AND HOMECARE, INC.","CK680@COMFORTKEEPERS.COM","SANDRA CASSINA","(530) 223-6060","850 INDUSTRIAL ST., STE 400","REDDING","CA","96002","SHASTA","47","","CLOSED","6/28/2016","2/27/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700124","HEART AT HOME","HEART ACTS INC.","ADMIN@HEARTATHOMECARE.COM","VERGARA,ALLYSSA BERNADETTE","(510) 512-8265","39833 PASEO PADRE PARKWAY STEC","FREMONT","CA","94538","ALAMEDA","47","","CLOSED","11/25/2020","11/26/2022","9/21/2022","1","0","0","1","","","09/21/2022","09/21/2022","0","0","","0","0","No Complaints"
"HOME CARE","104700048","HEART GROWS HOME CARE LLC","HEART GROWS HOME CARE LLC","JOSH@MCWEALTHCARE.COM","MCWEALTH, JOSHUA","(559) 458-3947","1616 W. SHAW AVENUE STE B-2","FRESNO","CA","93711","FRESNO","47","","CLOSED","12/9/2020","12/9/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700601","HEART GROWS HOME CARE LLC","HEART GROWS HOME CARE LLC","INFO@HEARTGROWS.COM","CHARI MAY S. REYES","(626) 427-4657","1557 LINDA ROSA AVENUE","LOS ANGELES","CA","90041","LOS ANGELES","47","","CLOSED","6/6/2019","12/9/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700087","HEART OF ANGELS","HEART OF ANGELS LLC","BRITTANY.WHITE@HEARTOFANGELSHC.COM","WHITE, BRITTANY","(805) 647-8616","1200 PASEO CAMARILLO STE. 185","CAMARILLO","CA","93010","VENTURA","47","","CLOSED","6/22/2021","6/22/2023","9/29/2023","1","1","0","2","1796.55, 1796.36 (a)(2), 1796.23 (a)(d), 1796.23 (a), 1796.44, 1796.45","10/20/2023, 09/29/2022, 09/29/2022, 09/29/2022, 09/29/2022, 09/29/2022","08/18/2022, 09/29/2023","08/18/2022","0","5","","0","0","10/20/2023","1","0","0","1","0"
"HOME CARE","334700159","HEART OF GOLD NURSING","HEART OF GOLD, A PROFESSIONAL CORPORATION","JJOHNSON@HEARTOFGOLDNURSING.COM","JOHNSON, JENNY","(760) 679-3355","51794 VIA SANTERO","LA QUINTA","CA","92253","RIVERSIDE","47","","LICENSED","5/26/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700406","HEART OF LILY LLC","HEART OF LILY LLC","LANIHONSAYCO@GMAIL.COM","LEILANI HONSAYCO","(949) 690-5489","17541 MANCHESTER AVE.","IRVINE","CA","92614","ORANGE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","384700030","HEART TO HEART SENIOR CARE, LLC","HEART TO HEART SENIOR CARE, LLC","","TERESITA HIRABAYASHI","(415) 702-7222","763 NAPLES STREET","SAN FRANCISCO","CA","94112","SAN FRANCISCO","47","","CLOSED","7/25/2019","7/16/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","134700001","HEART & HAND - IN HOME CARE, LLC","HEART & HAND - IN HOME CARE, LLC","JENNIFER@HEARTANDHAND.CARE","THOMASON, JENNIFER MCGREW","(760) 336-2400","499 SOUTH SUNSET DRIVE","EL CENTRO","CA","92243","IMPERIAL","47","","LICENSED","6/17/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700040","HEARTLAND HOME HEALTH, INC.","HEARTLAND HOME HEALTH, INC.","JOHN@HEARTLANDHEALTHY.COM","JOHN STRELLNER","(805) 306-0021","704 ERRINGER ROAD","SIMI VALLEY","CA","93065","VENTURA","47","","LICENSED","6/27/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700504","HEARTS AT HOME CARE SERVICES","HEARTS AT HOME CARE SERVICES, INC","INFO@HEARTSATHOMECARE.COM","EVELYN CALA","(818) 270-4561","3500 W OLIVE AVE STE 300","BURBANK","CA","91505","LOS ANGELES","47","","CLOSED","10/12/2017","10/12/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700118","HEARTS IN HOME SENIOR CARE PROVIDER","ST FRANCIS HOME CARE SERVICES INC","SENIORCARE@HEARTSINHOME.COM","EDWIN CINCO","(714) 692-3453","18600 OAKLAWN LANE","YORBA LINDA","CA","92886","ORANGE","47","","CLOSED","6/30/2016","10/1/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700284","HEARTS IN HOME SENIOR CARE PROVIDER","ANGEL OF LOVE MANAGEMENT AND CONSULTING LLC","HEARTSINHOMEDIRECTOR@GMAIL.COM","JENNY CASTELLANOS","(951) 216-8130","116 W SANTA FE AVE","PLACENTIA","CA","92870","ORANGE","47","","LICENSED","3/24/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","134700003","HEARTS OF GOLD HOME CARE","MAMER, ZENAIDA","HEARTSOFGOLD2019@GMAIL.COM","ZENAIDA MAMER","(760) 344-3680","1196 GONDER RD","BRAWLEY","CA","92227","IMPERIAL","47","","LICENSED","5/16/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700072","HEARTSEASE HOMECARE, LLC","HEARTSEASE HOMECARE LLC","INFO@HEARTSEASECARE.COM","MONICO CASTRO","(916) 913-2273","5750 SUNRISE BLVD, STE-210-I","CITRUS HEIGHTS","CA","95610","SACRAMENTO","47","","CLOSED","7/8/2019","7/8/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700036","HEAVEN-ON-EARTH HOME CARE","TONGA, ALISI","T_ALISI@YAHOO.COM","TONGA, ALISI","(650) 468-7571","1218 PUTNAM ST","ANTIOCH","CA","94509","CONTRA COSTA","47","","CLOSED","6/29/2016","6/29/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","394700037","HEFFERNAN HOME CARE","HEFFERNAN, CHRISTINE","HEFFERNANHOMECARE@GMAIL.COM","HEFFERNAN, CHRISTINE","(209) 471-4723","4222 PINEHURST CIR","STOCKTON","CA","95219","SAN JOAQUIN","47","","LICENSED","9/21/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","584700002","HELEN'S HOME HEALTH LLC","HELEN'S HOME HEALTH LLC","HELENSHOMEHEALTHLLC@GMAIL.COM","GIBBS, CARMEN L.","(916) 835-5827","2428 CANYON CREEK TRAIL","PLUMAS LAKE","CA","95961","YUBA","47","","LICENSED","8/10/2021","","4/5/2022","1","0","0","1","","","04/05/2022","04/05/2022","0","0","","0","0","No Complaints"
"HOME CARE","374700241","HELLO SUNSHINE SENIOR CARE INCORPORATED","HELLO SUNSHINE SENIOR CARE CORPORATION","INFO@HELLOSUNSHINECARE.COM","FRANCOIS LAURENT","(619) 962-5450","11717 BERNARDO PLAZA CT STE205","SAN DIEGO","CA","92128","SAN DIEGO","47","","CLOSED","9/18/2019","9/18/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700031","HELLO! HOME CARE","HELLO! HOME CARE","BEN.MISHICO@HELLOHOMECARE.COM","ALYSSA PADILLA","(626) 768-1476","572 E GREEN STREET STE 303","PASADENA","CA","91101","LOS ANGELES","47","","CLOSED","6/30/2016","6/30/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","314700014","HELP AT HOME SENIOR CARE","HELP AT HOME SENIOR CARE","ADMIN@HAHCARE.COM","JONES, KIMBERLY","(530) 885-7444","255 ELM AVE","AUBURN","CA","95603","PLACER","47","","LICENSED","6/17/2016","","7/25/2023","1","0","0","1","","","07/25/2023","07/25/2023","0","0","","0","0","No Complaints"
"HOME CARE","414700098","HELP IN NEED LLC","HELP IN NEED LLC","JOCPERUCHO@AOL.COM","BONIFACIO, JACQUELINE","(510) 509-8975","324 NORTHAVEN DR","DALY CITY","CA","94015","SAN MATEO","47","","LICENSED","4/23/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","424700003","HELP UNLIMITED HOME CARE","HELP UNLIMITED, INCORPORATED","ABERTSCH@HELPUNLIMITED.COM","ARIEL BERTSCH","(805) 962-4646","319 E. CARRILLO ST, STE 102","SANTA BARBARA","CA","93101","SANTA BARBARA","47","","CLOSED","6/13/2016","1/20/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700004","HELP UNLIMITED HOME CARE","HELP UNLIMITED,INC.","ABERTSCH@HELPUNLIMITED.COM","ARIEL BERTSCH","(805) 654-6990","1765 GOODYEAR AVE.,STE 203","VENTURA","CA","93003","VENTURA","47","","CLOSED","6/13/2016","6/13/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700091","HELP UNLIMITED HOME CARE","HELP UNLIMITED, INCORPORATED","ABERTSCH@HELPUNLIMITED.COM","BERTSCH, GAYLE","(805) 962-4646","3202 E OJAI AVE","OJAI","CA","93023","VENTURA","47","","LICENSED","6/13/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
