id,task,task_label,contestant,contestant_label,measurement,objective,objective_label
700,286,Get dressed while wearing handcuffs,38,James Acaster,5.0,81,correctly donned items ▲
701,286,Get dressed while wearing handcuffs,39,Jessica Knappett,4.0,81,correctly donned items ▲
702,286,Get dressed while wearing handcuffs,40,Kerry Godliman,4.0,81,correctly donned items ▲
703,286,Get dressed while wearing handcuffs,41,Phil Wang,1.0,81,correctly donned items ▲
704,286,Get dressed while wearing handcuffs,42,Rhod Gilbert,4.0,81,correctly donned items ▲
705,287,Make the best toilet paper plane,38,James Acaster,3.9,4,meters ▲
706,287,Make the best toilet paper plane,42,Rhod Gilbert,22.7,4,meters ▲
707,290,Make the most white circles on the target,38,James Acaster,13.0,82,white circles ▲
708,290,Make the most white circles on the target,39,Jessica Knappett,0.0,82,white circles ▲
709,290,Make the most white circles on the target,40,Kerry Godliman,21.0,82,white circles ▲
710,290,Make the most white circles on the target,41,Phil Wang,38.0,82,white circles ▲
711,290,Make the most white circles on the target,42,Rhod Gilbert,8.0,82,white circles ▲
712,295,Put 50 different things in the bin,38,James Acaster,58.0,2,time ▼
713,295,Put 50 different things in the bin,39,Jessica Knappett,172.0,2,time ▼
714,295,Put 50 different things in the bin,40,Kerry Godliman,87.0,2,time ▼
715,295,Put 50 different things in the bin,41,Phil Wang,417.0,2,time ▼
716,295,Put 50 different things in the bin,42,Rhod Gilbert,150.0,2,time ▼
717,298,Place 10 pairs of glasses into the smallest box,38,James Acaster,3.0,83,box size ▼
718,298,Place 10 pairs of glasses into the smallest box,38,James Acaster,6.0,84,pairs of glasses ▲
719,298,Place 10 pairs of glasses into the smallest box,39,Jessica Knappett,7.0,83,box size ▼
720,298,Place 10 pairs of glasses into the smallest box,39,Jessica Knappett,10.0,84,pairs of glasses ▲
721,298,Place 10 pairs of glasses into the smallest box,40,Kerry Godliman,4.0,83,box size ▼
722,298,Place 10 pairs of glasses into the smallest box,40,Kerry Godliman,7.5,84,pairs of glasses ▲
723,298,Place 10 pairs of glasses into the smallest box,41,Phil Wang,6.0,83,box size ▼
724,298,Place 10 pairs of glasses into the smallest box,41,Phil Wang,10.0,84,pairs of glasses ▲
725,298,Place 10 pairs of glasses into the smallest box,42,Rhod Gilbert,,83,box size ▼
726,298,Place 10 pairs of glasses into the smallest box,42,Rhod Gilbert,,84,pairs of glasses ▲
727,301,Throw something into the bin behind the fence,38,James Acaster,1150.0,2,time ▼
728,301,Throw something into the bin behind the fence,39,Jessica Knappett,455.0,2,time ▼
729,301,Throw something into the bin behind the fence,40,Kerry Godliman,722.0,2,time ▼
730,301,Throw something into the bin behind the fence,41,Phil Wang,439.0,2,time ▼
731,301,Throw something into the bin behind the fence,42,Rhod Gilbert,197.0,2,time ▼
732,302,Don’t blink,38,James Acaster,12.4,35,time ▲
733,302,Don’t blink,39,Jessica Knappett,77.0,35,time ▲
734,302,Don’t blink,40,Kerry Godliman,11.0,35,time ▲
735,302,Don’t blink,41,Phil Wang,12.0,35,time ▲
736,302,Don’t blink,42,Rhod Gilbert,430.0,35,time ▲
737,305,Beat on the drum after exactly 9.58 seconds,38,James Acaster,1.6,5,difference in seconds ▼
738,305,Beat on the drum after exactly 9.58 seconds,39,Jessica Knappett,17.62,5,difference in seconds ▼
739,305,Beat on the drum after exactly 9.58 seconds,40,Kerry Godliman,3.43,5,difference in seconds ▼
740,305,Beat on the drum after exactly 9.58 seconds,41,Phil Wang,3.48,5,difference in seconds ▼
741,305,Beat on the drum after exactly 9.58 seconds,42,Rhod Gilbert,0.58,5,difference in seconds ▼
742,308,Follow the clues and then do what they spell,38,James Acaster,228.0,2,time ▼
743,308,Follow the clues and then do what they spell,39,Jessica Knappett,331.0,2,time ▼
744,308,Follow the clues and then do what they spell,40,Kerry Godliman,347.0,2,time ▼
745,308,Follow the clues and then do what they spell,41,Phil Wang,595.0,2,time ▼
746,308,Follow the clues and then do what they spell,42,Rhod Gilbert,771.0,2,time ▼
747,314,Find the satsuma in a sock,38,James Acaster,574.0,2,time ▼
748,314,Find the satsuma in a sock,39,Jessica Knappett,1016.0,2,time ▼
749,314,Find the satsuma in a sock,40,Kerry Godliman,520.0,2,time ▼
750,314,Find the satsuma in a sock,41,Phil Wang,,2,time ▼
751,314,Find the satsuma in a sock,42,Rhod Gilbert,151.0,2,time ▼
752,315,Complete a 24-shot rally,38,James Acaster,,2,time ▼
753,315,Complete a 24-shot rally,39,Jessica Knappett,769.0,2,time ▼
754,315,Complete a 24-shot rally,40,Kerry Godliman,769.0,2,time ▼
755,315,Complete a 24-shot rally,41,Phil Wang,,2,time ▼
756,315,Complete a 24-shot rally,42,Rhod Gilbert,,2,time ▼
757,318,Put on overalls and lie on the ground when the siren sounds,38,James Acaster,166.0,2,time ▼
758,318,Put on overalls and lie on the ground when the siren sounds,39,Jessica Knappett,156.0,2,time ▼
759,318,Put on overalls and lie on the ground when the siren sounds,40,Kerry Godliman,510.0,2,time ▼
760,318,Put on overalls and lie on the ground when the siren sounds,41,Phil Wang,74.0,2,time ▼
761,318,Put on overalls and lie on the ground when the siren sounds,42,Rhod Gilbert,142.0,2,time ▼
762,319,Find the hard-boiled egg,38,James Acaster,291.0,2,time ▼
763,319,Find the hard-boiled egg,39,Jessica Knappett,,2,time ▼
764,319,Find the hard-boiled egg,40,Kerry Godliman,,2,time ▼
765,319,Find the hard-boiled egg,41,Phil Wang,,2,time ▼
766,319,Find the hard-boiled egg,42,Rhod Gilbert,,2,time ▼
767,321,Tie yourself up as securely as possible,38,James Acaster,485.0,35,time ▲
768,321,Tie yourself up as securely as possible,39,Jessica Knappett,166.0,35,time ▲
769,321,Tie yourself up as securely as possible,40,Kerry Godliman,165.0,35,time ▲
770,321,Tie yourself up as securely as possible,41,Phil Wang,60.0,35,time ▲
771,321,Tie yourself up as securely as possible,42,Rhod Gilbert,?,35,time ▲
772,324,Find the baby monitor receiver,43,Iain Stirling,179.0,2,time ▼
773,324,Find the baby monitor receiver,44,Joe Thomas,283.0,2,time ▼
774,324,Find the baby monitor receiver,45,Lou Sanders,599.0,2,time ▼
775,324,Find the baby monitor receiver,46,Paul Sinha,1657.0,2,time ▼
776,324,Find the baby monitor receiver,47,Sian Gibson,220.0,2,time ▼
777,326,Sneak up on Alex,43,Iain Stirling,?,85,meters ▼
778,326,Sneak up on Alex,44,Joe Thomas,1.0,85,meters ▼
779,326,Sneak up on Alex,45,Lou Sanders,?,85,meters ▼
780,326,Sneak up on Alex,46,Paul Sinha,193.0,85,meters ▼
781,326,Sneak up on Alex,47,Sian Gibson,181.0,85,meters ▼
782,327,Collect the most doughnuts in your bucket,43,Iain Stirling,1162.0,1,grams ▲
783,327,Collect the most doughnuts in your bucket,44,Joe Thomas,872.0,1,grams ▲
784,327,Collect the most doughnuts in your bucket,45,Lou Sanders,2400.0,1,grams ▲
785,327,Collect the most doughnuts in your bucket,46,Paul Sinha,678.0,1,grams ▲
786,327,Collect the most doughnuts in your bucket,47,Sian Gibson,1002.0,1,grams ▲
787,328,Peel a banana with your feet,43,Iain Stirling,59.0,2,time ▼
788,328,Peel a banana with your feet,45,Lou Sanders,61.0,2,time ▼
789,331,Transfer the rice to the bottle,43,Iain Stirling,15540.0,86,grains of rice ▲
790,331,Transfer the rice to the bottle,44,Joe Thomas,18000.0,86,grains of rice ▲
791,331,Transfer the rice to the bottle,45,Lou Sanders,16590.0,86,grains of rice ▲
792,331,Transfer the rice to the bottle,46,Paul Sinha,,86,grains of rice ▲
793,331,Transfer the rice to the bottle,47,Sian Gibson,5880.0,86,grains of rice ▲
794,332,"Convey an object using only facial expressions, noises, adjectives & verbs",43,Iain Stirling,124.0,2,time ▼
795,332,"Convey an object using only facial expressions, noises, adjectives & verbs",44,Joe Thomas,120.0,2,time ▼
796,332,"Convey an object using only facial expressions, noises, adjectives & verbs",45,Lou Sanders,124.0,2,time ▼
797,332,"Convey an object using only facial expressions, noises, adjectives & verbs",46,Paul Sinha,124.0,2,time ▼
798,332,"Convey an object using only facial expressions, noises, adjectives & verbs",47,Sian Gibson,120.0,2,time ▼
799,333,Travel the furthest while making a continuous noise,43,Iain Stirling,1.0,4,meters ▲
800,333,Travel the furthest while making a continuous noise,44,Joe Thomas,98.0,4,meters ▲
801,333,Travel the furthest while making a continuous noise,45,Lou Sanders,39.9,4,meters ▲
802,333,Travel the furthest while making a continuous noise,46,Paul Sinha,22.0,4,meters ▲
803,333,Travel the furthest while making a continuous noise,47,Sian Gibson,38.1,4,meters ▲
804,337,Work out what Alex is wearing,43,Iain Stirling,457.0,2,time ▼
805,337,Work out what Alex is wearing,44,Joe Thomas,,2,time ▼
806,337,Work out what Alex is wearing,45,Lou Sanders,431.0,2,time ▼
807,337,Work out what Alex is wearing,46,Paul Sinha,516.0,2,time ▼
808,337,Work out what Alex is wearing,47,Sian Gibson,314.0,2,time ▼
809,341,Get the toilet paper through the toilet seat,43,Iain Stirling,64.0,2,time ▼
810,341,Get the toilet paper through the toilet seat,44,Joe Thomas,98.0,2,time ▼
811,341,Get the toilet paper through the toilet seat,45,Lou Sanders,79.0,2,time ▼
812,341,Get the toilet paper through the toilet seat,46,Paul Sinha,780.0,2,time ▼
813,341,Get the toilet paper through the toilet seat,47,Sian Gibson,300.0,2,time ▼
814,345,Whip the bottle off the barrel,44,Joe Thomas,50.3,2,time ▼
815,345,Whip the bottle off the barrel,45,Lou Sanders,52.0,2,time ▼
816,345,Whip the bottle off the barrel,47,Sian Gibson,9.4,2,time ▼
817,347,Move the sand from one bucket to another,43,Iain Stirling,,87,% sand diverted ▲
818,347,Move the sand from one bucket to another,44,Joe Thomas,56.0,87,% sand diverted ▲
819,347,Move the sand from one bucket to another,45,Lou Sanders,68.0,87,% sand diverted ▲
820,347,Move the sand from one bucket to another,46,Paul Sinha,23.0,87,% sand diverted ▲
821,347,Move the sand from one bucket to another,47,Sian Gibson,54.0,87,% sand diverted ▲
822,349,Play long-distance catch with a beach ball,43,Iain Stirling,10557.0,9,miles ▲
823,349,Play long-distance catch with a beach ball,44,Joe Thomas,466.0,9,miles ▲
824,349,Play long-distance catch with a beach ball,45,Lou Sanders,10557.0,9,miles ▲
825,349,Play long-distance catch with a beach ball,46,Paul Sinha,10557.0,9,miles ▲
826,349,Play long-distance catch with a beach ball,47,Sian Gibson,466.0,9,miles ▲
827,350,Herd the ping pong balls into a pen,43,Iain Stirling,27.0,88,herded ping pong balls ▲
828,350,Herd the ping pong balls into a pen,44,Joe Thomas,25.5,88,herded ping pong balls ▲
829,350,Herd the ping pong balls into a pen,45,Lou Sanders,25.5,88,herded ping pong balls ▲
830,350,Herd the ping pong balls into a pen,46,Paul Sinha,1.0,88,herded ping pong balls ▲
831,350,Herd the ping pong balls into a pen,47,Sian Gibson,8.0,88,herded ping pong balls ▲
832,353,Conceal yourself inside a phone box,43,Iain Stirling,286.0,2,time ▼
833,353,Conceal yourself inside a phone box,44,Joe Thomas,?,2,time ▼
834,353,Conceal yourself inside a phone box,45,Lou Sanders,497.0,2,time ▼
835,353,Conceal yourself inside a phone box,46,Paul Sinha,1367.0,2,time ▼
836,353,Conceal yourself inside a phone box,47,Sian Gibson,?,2,time ▼
837,355,Recall the order of the deck of cards,43,Iain Stirling,25.0,18,mistakes ▼
838,355,Recall the order of the deck of cards,44,Joe Thomas,7.0,18,mistakes ▼
839,355,Recall the order of the deck of cards,45,Lou Sanders,,18,mistakes ▼
840,355,Recall the order of the deck of cards,46,Paul Sinha,1.0,18,mistakes ▼
841,355,Recall the order of the deck of cards,47,Sian Gibson,13.0,18,mistakes ▼
842,356,Score a goal from the greatest distance,43,Iain Stirling,,4,meters ▲
843,356,Score a goal from the greatest distance,44,Joe Thomas,,4,meters ▲
844,356,Score a goal from the greatest distance,45,Lou Sanders,,4,meters ▲
845,356,Score a goal from the greatest distance,46,Paul Sinha,,4,meters ▲
846,356,Score a goal from the greatest distance,47,Sian Gibson,9.8,4,meters ▲
847,359,Find the apples,43,Iain Stirling,,89,pink ladies ▲
848,359,Find the apples,44,Joe Thomas,5.0,89,pink ladies ▲
849,359,Find the apples,45,Lou Sanders,4.0,89,pink ladies ▲
850,359,Find the apples,46,Paul Sinha,2.0,89,pink ladies ▲
851,359,Find the apples,47,Sian Gibson,,89,pink ladies ▲
852,360,Work out the crisp flavours,43,Iain Stirling,1.5,90,correctly guessed crisp flavors ▲
853,360,Work out the crisp flavours,44,Joe Thomas,2.0,90,correctly guessed crisp flavors ▲
854,360,Work out the crisp flavours,45,Lou Sanders,0.5,90,correctly guessed crisp flavors ▲
855,360,Work out the crisp flavours,46,Paul Sinha,1.0,90,correctly guessed crisp flavors ▲
856,360,Work out the crisp flavours,47,Sian Gibson,0.5,90,correctly guessed crisp flavors ▲
857,365,Catch the tennis balls,43,Iain Stirling,-5.0,91,points ▲
858,365,Catch the tennis balls,44,Joe Thomas,,91,points ▲
859,365,Catch the tennis balls,45,Lou Sanders,4.0,91,points ▲
860,365,Catch the tennis balls,46,Paul Sinha,-26.0,91,points ▲
861,365,Catch the tennis balls,47,Sian Gibson,,91,points ▲
862,366,Move the beach ball across the finish line using only water,43,Iain Stirling,70.0,2,time ▼
863,366,Move the beach ball across the finish line using only water,44,Joe Thomas,981.0,2,time ▼
864,366,Move the beach ball across the finish line using only water,45,Lou Sanders,337.0,2,time ▼
865,366,Move the beach ball across the finish line using only water,46,Paul Sinha,690.0,2,time ▼
866,366,Move the beach ball across the finish line using only water,47,Sian Gibson,400.0,2,time ▼
867,367,Complete the five-syllable words,43,Iain Stirling,12.0,91,points ▲
868,367,Complete the five-syllable words,44,Joe Thomas,3.0,91,points ▲
869,367,Complete the five-syllable words,45,Lou Sanders,0.0,91,points ▲
870,367,Complete the five-syllable words,46,Paul Sinha,14.0,91,points ▲
871,367,Complete the five-syllable words,47,Sian Gibson,5.0,91,points ▲
872,369,Get a ball into a bin with the most bounces,43,Iain Stirling,36.0,92,bounces ▲
873,369,Get a ball into a bin with the most bounces,44,Joe Thomas,4.0,92,bounces ▲
874,369,Get a ball into a bin with the most bounces,45,Lou Sanders,225.0,92,bounces ▲
875,369,Get a ball into a bin with the most bounces,46,Paul Sinha,9.0,92,bounces ▲
876,369,Get a ball into a bin with the most bounces,47,Sian Gibson,112.0,92,bounces ▲
877,372,Complete some tasks as one person,43,Iain Stirling,343.0,2,time ▼
878,372,Complete some tasks as one person,44,Joe Thomas,210.0,2,time ▼
879,372,Complete some tasks as one person,45,Lou Sanders,343.0,2,time ▼
880,372,Complete some tasks as one person,46,Paul Sinha,343.0,2,time ▼
881,372,Complete some tasks as one person,47,Sian Gibson,210.0,2,time ▼
882,373,Stack plates and bowls on your head,43,Iain Stirling,4.0,93,plates and bowls ▲
883,373,Stack plates and bowls on your head,44,Joe Thomas,3.0,93,plates and bowls ▲
884,373,Stack plates and bowls on your head,45,Lou Sanders,6.0,93,plates and bowls ▲
885,373,Stack plates and bowls on your head,46,Paul Sinha,5.0,93,plates and bowls ▲
886,373,Stack plates and bowls on your head,47,Sian Gibson,0.0,93,plates and bowls ▲
887,375,Erase the eraser,43,Iain Stirling,20.0,2,time ▼
888,375,Erase the eraser,44,Joe Thomas,1172.0,2,time ▼
889,375,Erase the eraser,45,Lou Sanders,170.0,2,time ▼
890,375,Erase the eraser,46,Paul Sinha,34.0,2,time ▼
891,375,Erase the eraser,47,Sian Gibson,580.0,2,time ▼
892,378,Hook a duck while wearing inversion goggles,43,Iain Stirling,,2,time ▼
893,378,Hook a duck while wearing inversion goggles,44,Joe Thomas,,2,time ▼
894,378,Hook a duck while wearing inversion goggles,45,Lou Sanders,,2,time ▼
895,378,Hook a duck while wearing inversion goggles,46,Paul Sinha,,2,time ▼
896,378,Hook a duck while wearing inversion goggles,47,Sian Gibson,,2,time ▼
897,380,Hide three aubergines from Alex,48,David Baddiel,120.0,35,time ▲
898,380,Hide three aubergines from Alex,49,Ed Gamble,833.0,35,time ▲
899,380,Hide three aubergines from Alex,50,Jo Brand,458.0,35,time ▲
900,380,Hide three aubergines from Alex,51,Katy Wix,325.0,35,time ▲
901,380,Hide three aubergines from Alex,52,Rose Matafeo,543.0,35,time ▲
902,381,Arrange the lollies in rainbow order,48,David Baddiel,1.0,94,correct lollies ▲
903,381,Arrange the lollies in rainbow order,49,Ed Gamble,3.0,94,correct lollies ▲
904,381,Arrange the lollies in rainbow order,50,Jo Brand,1.0,94,correct lollies ▲
905,381,Arrange the lollies in rainbow order,51,Katy Wix,0.0,94,correct lollies ▲
906,381,Arrange the lollies in rainbow order,52,Rose Matafeo,3.0,94,correct lollies ▲
907,385,Identify which bin Alex is in,48,David Baddiel,413.0,2,time ▼
908,385,Identify which bin Alex is in,49,Ed Gamble,220.0,2,time ▼
909,385,Identify which bin Alex is in,50,Jo Brand,,2,time ▼
910,385,Identify which bin Alex is in,51,Katy Wix,,2,time ▼
911,385,Identify which bin Alex is in,52,Rose Matafeo,,2,time ▼
912,387,Say the word ‘demeaning’,48,David Baddiel,2186.0,2,time ▼
913,387,Say the word ‘demeaning’,49,Ed Gamble,1740.0,2,time ▼
914,387,Say the word ‘demeaning’,50,Jo Brand,2186.0,2,time ▼
915,387,Say the word ‘demeaning’,51,Katy Wix,1740.0,2,time ▼
916,387,Say the word ‘demeaning’,52,Rose Matafeo,1740.0,2,time ▼
917,388,Arrange the playdough balls / Do the correct things with the balls,48,David Baddiel,3.0,95,correct balls ▲
918,388,Arrange the playdough balls / Do the correct things with the balls,49,Ed Gamble,11.0,95,correct balls ▲
919,388,Arrange the playdough balls / Do the correct things with the balls,50,Jo Brand,23.0,95,correct balls ▲
920,388,Arrange the playdough balls / Do the correct things with the balls,51,Katy Wix,11.0,95,correct balls ▲
921,388,Arrange the playdough balls / Do the correct things with the balls,52,Rose Matafeo,8.0,95,correct balls ▲
922,390,Surprise memory test,48,David Baddiel,?,96,remembered items ▲
923,390,Surprise memory test,49,Ed Gamble,4.0,96,remembered items ▲
924,390,Surprise memory test,50,Jo Brand,1.0,96,remembered items ▲
925,390,Surprise memory test,51,Katy Wix,11.0,96,remembered items ▲
926,390,Surprise memory test,52,Rose Matafeo,2.0,96,remembered items ▲
927,392,Score a goal with a steamroller,48,David Baddiel,920.0,2,time ▼
928,392,Score a goal with a steamroller,49,Ed Gamble,?,2,time ▼
929,392,Score a goal with a steamroller,50,Jo Brand,480.0,2,time ▼
930,392,Score a goal with a steamroller,51,Katy Wix,660.0,2,time ▼
931,392,Score a goal with a steamroller,52,Rose Matafeo,285.0,2,time ▼
932,394,Fill a glass with water,48,David Baddiel,9.0,97,parts water minus other ▲
933,394,Fill a glass with water,49,Ed Gamble,15.0,97,parts water minus other ▲
934,394,Fill a glass with water,50,Jo Brand,0.0,97,parts water minus other ▲
935,394,Fill a glass with water,51,Katy Wix,7.0,97,parts water minus other ▲
936,394,Fill a glass with water,52,Rose Matafeo,9.0,97,parts water minus other ▲
937,398,Fill a tray with things beginning with a letter you chose,48,David Baddiel,1.0,98,correct-initialed things ▲
938,398,Fill a tray with things beginning with a letter you chose,49,Ed Gamble,44.0,98,correct-initialed things ▲
939,398,Fill a tray with things beginning with a letter you chose,50,Jo Brand,136.0,98,correct-initialed things ▲
940,398,Fill a tray with things beginning with a letter you chose,51,Katy Wix,168.0,98,correct-initialed things ▲
941,398,Fill a tray with things beginning with a letter you chose,52,Rose Matafeo,306.0,98,correct-initialed things ▲
942,401,Lasso Alex,48,David Baddiel,1440.0,2,time ▼
943,401,Lasso Alex,49,Ed Gamble,570.0,2,time ▼
944,401,Lasso Alex,50,Jo Brand,80.0,2,time ▼
945,401,Lasso Alex,51,Katy Wix,450.0,2,time ▼
946,401,Lasso Alex,52,Rose Matafeo,140.0,2,time ▼
947,403,"Get to know a person who alternately tells the truth, lies, and brags",48,David Baddiel,1.5,32,correct answers ▲
948,403,"Get to know a person who alternately tells the truth, lies, and brags",49,Ed Gamble,3.5,32,correct answers ▲
949,403,"Get to know a person who alternately tells the truth, lies, and brags",50,Jo Brand,1.5,32,correct answers ▲
950,403,"Get to know a person who alternately tells the truth, lies, and brags",51,Katy Wix,3.5,32,correct answers ▲
951,403,"Get to know a person who alternately tells the truth, lies, and brags",52,Rose Matafeo,3.5,32,correct answers ▲
952,404,Build a tower behind you using a mirror and litter pickers,48,David Baddiel,1.0,99,bricks ▲
953,404,Build a tower behind you using a mirror and litter pickers,49,Ed Gamble,2.0,99,bricks ▲
954,404,Build a tower behind you using a mirror and litter pickers,50,Jo Brand,1.0,99,bricks ▲
955,404,Build a tower behind you using a mirror and litter pickers,51,Katy Wix,1.0,99,bricks ▲
956,404,Build a tower behind you using a mirror and litter pickers,52,Rose Matafeo,2.0,99,bricks ▲
957,407,Push a watermelon up a slide using breadsticks,48,David Baddiel,,2,time ▼
958,407,Push a watermelon up a slide using breadsticks,49,Ed Gamble,?,2,time ▼
959,407,Push a watermelon up a slide using breadsticks,50,Jo Brand,,2,time ▼
960,407,Push a watermelon up a slide using breadsticks,51,Katy Wix,,2,time ▼
961,407,Push a watermelon up a slide using breadsticks,52,Rose Matafeo,,2,time ▼
962,411,Throw eggs into metal receptacles,48,David Baddiel,8.0,91,points ▲
963,411,Throw eggs into metal receptacles,49,Ed Gamble,10.0,91,points ▲
964,411,Throw eggs into metal receptacles,50,Jo Brand,2.0,91,points ▲
965,411,Throw eggs into metal receptacles,51,Katy Wix,12.0,91,points ▲
966,411,Throw eggs into metal receptacles,52,Rose Matafeo,10.0,91,points ▲
967,413,Find and put the gold rings on the stick,48,David Baddiel,1.0,100,gold rings ▲
968,413,Find and put the gold rings on the stick,49,Ed Gamble,3.0,100,gold rings ▲
969,413,Find and put the gold rings on the stick,50,Jo Brand,2.0,100,gold rings ▲
970,413,Find and put the gold rings on the stick,51,Katy Wix,3.0,100,gold rings ▲
971,413,Find and put the gold rings on the stick,52,Rose Matafeo,2.0,100,gold rings ▲
972,414,Horse or laminator?,48,David Baddiel,0.0,32,correct answers ▲
973,414,Horse or laminator?,49,Ed Gamble,1.0,32,correct answers ▲
974,414,Horse or laminator?,50,Jo Brand,13.0,32,correct answers ▲
975,414,Horse or laminator?,51,Katy Wix,5.0,32,correct answers ▲
976,414,Horse or laminator?,52,Rose Matafeo,1.0,32,correct answers ▲
977,416,Throw something into a pedal bin,48,David Baddiel,0.0,4,meters ▲
978,416,Throw something into a pedal bin,49,Ed Gamble,12.4,4,meters ▲
979,416,Throw something into a pedal bin,50,Jo Brand,2.6,4,meters ▲
980,416,Throw something into a pedal bin,51,Katy Wix,1.4,4,meters ▲
981,416,Throw something into a pedal bin,52,Rose Matafeo,2.45,4,meters ▲
982,422,"Inflate, tie, and pop the most balloons",48,David Baddiel,14.0,101,balloons ▲
983,422,"Inflate, tie, and pop the most balloons",49,Ed Gamble,41.0,101,balloons ▲
984,422,"Inflate, tie, and pop the most balloons",50,Jo Brand,,101,balloons ▲
985,422,"Inflate, tie, and pop the most balloons",51,Katy Wix,,101,balloons ▲
986,422,"Inflate, tie, and pop the most balloons",52,Rose Matafeo,17.0,101,balloons ▲
987,428,Complete the seven tasks in any order,48,David Baddiel,,2,time ▼
988,428,Complete the seven tasks in any order,49,Ed Gamble,?,2,time ▼
989,428,Complete the seven tasks in any order,50,Jo Brand,,2,time ▼
990,428,Complete the seven tasks in any order,51,Katy Wix,,2,time ▼
991,428,Complete the seven tasks in any order,52,Rose Matafeo,,2,time ▼
992,430,Use a spread to delay a pop-up toy,49,Ed Gamble,5400.0,35,time ▲
993,430,Use a spread to delay a pop-up toy,52,Rose Matafeo,44.0,35,time ▲
994,432,"Fell the coconut, then move the drinks",53,Daisy May Cooper,,2,time ▼
995,432,"Fell the coconut, then move the drinks",54,Johnny Vegas,,2,time ▼
996,432,"Fell the coconut, then move the drinks",55,Katherine Parkinson,,2,time ▼
997,432,"Fell the coconut, then move the drinks",56,Mawaan Rizwan,,2,time ▼
998,432,"Fell the coconut, then move the drinks",57,Richard Herring,,2,time ▼
999,434,Get the most eggs in the pan,53,Daisy May Cooper,,102,egg ▲
1000,434,Get the most eggs in the pan,54,Johnny Vegas,,102,egg ▲
1001,434,Get the most eggs in the pan,55,Katherine Parkinson,,102,egg ▲
1002,434,Get the most eggs in the pan,56,Mawaan Rizwan,,102,egg ▲
1003,434,Get the most eggs in the pan,57,Richard Herring,,102,egg ▲
1004,435,Get the most balls of the same colour in your bucket using litter pickers,53,Daisy May Cooper,8.0,103,correct minus incorrect balls ▲
1005,435,Get the most balls of the same colour in your bucket using litter pickers,54,Johnny Vegas,6.0,103,correct minus incorrect balls ▲
1006,435,Get the most balls of the same colour in your bucket using litter pickers,55,Katherine Parkinson,-1.0,103,correct minus incorrect balls ▲
1007,435,Get the most balls of the same colour in your bucket using litter pickers,56,Mawaan Rizwan,5.0,103,correct minus incorrect balls ▲
1008,435,Get the most balls of the same colour in your bucket using litter pickers,57,Richard Herring,12.0,103,correct minus incorrect balls ▲
1009,437,"Find the treasure / Make different, increasingly loud noises",53,Daisy May Cooper,1135.0,2,time ▼
1010,437,"Find the treasure / Make different, increasingly loud noises",54,Johnny Vegas,1054.0,2,time ▼
1011,437,"Find the treasure / Make different, increasingly loud noises",55,Katherine Parkinson,1054.0,2,time ▼
1012,437,"Find the treasure / Make different, increasingly loud noises",56,Mawaan Rizwan,1054.0,2,time ▼
1013,437,"Find the treasure / Make different, increasingly loud noises",57,Richard Herring,1135.0,2,time ▼
1014,439,Get all the exercise balls in the hoops while in a boat,53,Daisy May Cooper,342.0,2,time ▼
1015,439,Get all the exercise balls in the hoops while in a boat,54,Johnny Vegas,1320.0,2,time ▼
1016,439,Get all the exercise balls in the hoops while in a boat,55,Katherine Parkinson,602.0,2,time ▼
1017,439,Get all the exercise balls in the hoops while in a boat,56,Mawaan Rizwan,,2,time ▼
1018,439,Get all the exercise balls in the hoops while in a boat,57,Richard Herring,393.0,2,time ▼
1019,440,Guess what is making the noises,53,Daisy May Cooper,6.0,104,correct guesses ▲
1020,440,Guess what is making the noises,54,Johnny Vegas,3.0,104,correct guesses ▲
1021,440,Guess what is making the noises,55,Katherine Parkinson,3.0,104,correct guesses ▲
1022,440,Guess what is making the noises,56,Mawaan Rizwan,4.0,104,correct guesses ▲
1023,440,Guess what is making the noises,57,Richard Herring,6.0,104,correct guesses ▲
1024,441,Select a wind-up dinosaur,55,Katherine Parkinson,7.0,10,centimeters ▲
1025,441,Select a wind-up dinosaur,57,Richard Herring,,10,centimeters ▲
1026,444,Put the most spaghetti in a grapefruit,53,Daisy May Cooper,757.0,1,grams ▲
1027,444,Put the most spaghetti in a grapefruit,54,Johnny Vegas,407.0,1,grams ▲
1028,444,Put the most spaghetti in a grapefruit,55,Katherine Parkinson,73.0,1,grams ▲
1029,444,Put the most spaghetti in a grapefruit,56,Mawaan Rizwan,442.0,1,grams ▲
1030,444,Put the most spaghetti in a grapefruit,57,Richard Herring,147.0,1,grams ▲
1031,445,Catapult a shoe into a bathtub,53,Daisy May Cooper,485.0,2,time ▼
1032,445,Catapult a shoe into a bathtub,54,Johnny Vegas,740.0,2,time ▼
1033,445,Catapult a shoe into a bathtub,55,Katherine Parkinson,1965.0,2,time ▼
1034,445,Catapult a shoe into a bathtub,56,Mawaan Rizwan,1872.0,2,time ▼
1035,445,Catapult a shoe into a bathtub,57,Richard Herring,970.0,2,time ▼
1036,446,Draw an object on a rotating canvas,53,Daisy May Cooper,3.0,105,round wins ▲
1037,446,Draw an object on a rotating canvas,54,Johnny Vegas,0.0,105,round wins ▲
1038,446,Draw an object on a rotating canvas,55,Katherine Parkinson,0.0,105,round wins ▲
1039,446,Draw an object on a rotating canvas,56,Mawaan Rizwan,0.0,105,round wins ▲
1040,446,Draw an object on a rotating canvas,57,Richard Herring,3.0,105,round wins ▲
1041,448,Make the phone ring,53,Daisy May Cooper,680.0,2,time ▼
